,cell_type
59880,Conventional NK
59881,Conventional NK
59882,CD14+/CD16+ Monocyte
59883,CD4+ Naive
59884,Conventional NK
59885,Conventional NK
59886,CD8A+ NK-like
59887,Conventional NK
59888,CD4+ Effector
59889,Conventional NK
59890,CD8A+ NK-like
59891,Conventional NK
59892,CD4+ Naive
59893,CD14+/CD16+ Monocyte
59894,Conventional NK
59895,Conventional NK
59896,B cell
59897,CD4+ Effector
59898,CD4+ Naive
59899,CD14+ Monocyte
59900,CD4+ Naive
59901,CD8A+ NK-like
59902,CD14+/CD16+ Monocyte
59903,CD4+ Naive
59904,CD4+ Naive
59905,CD14+/CD16+ Monocyte
59906,CD14+ Monocyte
59907,CD4+ Naive
59908,CD14+/CD16+ Monocyte
59909,CD4+ Naive
59910,CD4+ Naive
59911,cDC2
59912,Conventional NK
59913,CD4+ Naive
59914,CD8A+ Tissue-resident
59915,CD14+ Monocyte
59916,Conventional NK
59917,CD8A+ NK-like
59918,CD4+ Naive
59919,CD14+ Monocyte
59920,TAM HLAint
59921,CD4+ Naive
59922,CD4+ Naive
59923,CD4+ Naive
59924,CD4+ Naive
59925,CD14+ Monocyte
59926,Conventional NK
59927,CD4+ Naive
59928,CD4+ Naive
59929,CD14+ Monocyte
59930,Conventional NK
59931,Conventional NK
59932,Conventional NK
59933,Conventional NK
59934,CD4+ Naive
59935,CD4+ Naive
59936,B cell
59937,Conventional NK
59938,CD4+ Naive
59939,CD4+ Naive
59940,CD4+ Naive
59941,CD4+ Naive
59942,CD4+ Naive
59943,CD14+ Monocyte
59944,Conventional NK
59945,CD8A+ NK-like
59946,CD4+ Naive
59947,CD8A+ NK-like
59948,Conventional NK
59949,Conventional NK
59950,CD4+ Naive
59951,CD14+ Monocyte
59952,CD14+ Monocyte
59953,CD4+ Naive
59954,B cell
59955,CD4+ Naive
59956,CD4+ Naive
59957,CD4+ Naive
59958,CD4+ Naive
59959,CD4+ Naive
59960,CD4+ Naive
59961,CD4+ Naive
59962,CD4+ Naive
59963,CD14+ Monocyte
59964,CD14+ Monocyte
59965,CD8A+ NK-like
59966,CD14+ Monocyte
59967,CD4+ Naive
59968,B cell
59969,CD14+ Monocyte
59970,CD4+ Naive
59971,CD4+ Naive
59972,CD14+ Monocyte
59973,CD4+ Effector
59974,Conventional NK
59975,Conventional NK
59976,CD4+ Naive
59977,CD4+ Naive
59978,CD4+ Naive
59979,CD4+ Naive
59980,CD14+ Monocyte
59981,CD8A+ NK-like
59982,CD14+ Monocyte
59983,CD4+ Naive
59984,CD14+ Monocyte
59985,CD4+ Naive
59986,CD14+ Monocyte
59987,Conventional NK
59988,CD8A+ NK-like
59989,CD14+/CD16+ Monocyte
59990,Conventional NK
59991,CD4+ Naive
59992,CD4+ Naive
59993,Conventional NK
59994,CD8A+ NK-like
59995,CD14+ Monocyte
59996,CD4+ Effector
59997,CD4+ Naive
59998,CD14+ Monocyte
59999,Conventional NK
60000,CD4+ Naive
60001,Conventional NK
60002,Conventional NK
60003,CD14+ Monocyte
60004,CD4+ Naive
60005,CD4+ Naive
60006,CD14+ Monocyte
60007,CD14+ Monocyte
60008,B cell
60009,B cell
60010,CD14+ Monocyte
60011,CD4+ Naive
60012,Conventional NK
60013,CD4+ Naive
60014,B cell
60015,CD8A+ NK-like
60016,CD4+ Naive
60017,CD4+ Naive
60018,CD4+ Naive
60019,CD14+ Monocyte
60020,Conventional NK
60021,CD4+ Naive
60022,CD8A+ NK-like
60023,Conventional NK
60024,Conventional NK
60025,CD4+ Naive
60026,Conventional NK
60027,Conventional NK
60028,B cell
60029,CD4+ Naive
60030,CD4+ Naive
60031,Conventional NK
60032,CD4+ Naive
60033,CD4+ Naive
60034,CD4+ Naive
60035,CD4+ Naive
60036,CD4+ Naive
60037,CD14+/CD16+ Monocyte
60038,CD4+ Naive
60039,CD4+ Naive
60040,Conventional NK
60041,CD4+ Naive
60042,Conventional NK
60043,CD14+/CD16+ Monocyte
60044,Conventional NK
60045,CD4+ Naive
60046,Conventional NK
60047,CD14+/CD16+ Monocyte
60048,CD4+ Naive
60049,CD14+ Monocyte
60050,CD14+ Monocyte
60051,CD8A+ NK-like
60052,CD8A+ NK-like
60053,Conventional NK
60054,B cell
60055,Conventional NK
60056,Conventional NK
60057,CD8A+ Proliferating
60058,cDC2
60059,CD4+ Naive
60060,CD8A+ NK-like
60061,CD4+ Naive
60062,CD4+ Naive
60063,B cell
60064,CD4+ Naive
60065,CD4+ Naive
60066,CD4+ Naive
60067,B cell
60068,Conventional NK
60069,CD4+ Naive
60070,CD4+ Naive
60071,CD4+ Naive
60072,Conventional NK
60073,CD4+ Naive
60074,Conventional NK
60075,CD14+ Monocyte
60076,B cell
60077,CD4+ Naive
60078,CD4+ Naive
60079,Conventional NK
60080,CD14+/CD16+ Monocyte
60081,CD4+ Naive
60082,CD4+ Naive
60083,B cell
60084,CD4+ Naive
60085,CD4+ Activated IEG
60086,CD4+ Naive
60087,CD4+ Naive
60088,Conventional NK
60089,CD4+ Naive
60090,CD4+ Naive
60091,CD8A+ NK-like
60092,CD4+ Naive
60093,CD14+ Monocyte
60094,B cell
60095,Conventional NK
60096,CD14+ Monocyte
60097,CD8A+ NK-like
60098,CD14+/CD16+ Monocyte
60099,CD4+ Naive
60100,CD4+ Naive
60101,CD4+ Naive
60102,Conventional NK
60103,CD4+ Naive
60104,CD4+ Naive
60105,CD14+/CD16+ Monocyte
60106,CD4+ Naive
60107,CD4+ Naive
60108,CD8A+ NK-like
60109,CD4+ Naive
60110,CD4+ Naive
60111,B cell
60112,CD4+ Naive
60113,CD8A+ Tissue-resident
60114,CD4+ Effector
60115,CD14+ Monocyte
60116,CD4+ Naive
60117,CD14+ Monocyte
60118,CD4+ Naive
60119,CD4+ Naive
60120,CD4+ Naive
60121,CD8A+ NK-like
60122,CD4+ Naive
60123,Conventional NK
60124,CD4+ Activated IEG
60125,Conventional NK
60126,CD4+ Naive
60127,B cell
60128,CD14+ Monocyte
60129,CD4+ Naive
60130,CD14+ Monocyte
60131,CD4+ Activated IEG
60132,CD14+ Monocyte
60133,CD14+ Monocyte
60134,CD4+ Naive
60135,Conventional NK
60136,CD14+ Monocyte
60137,CD4+ Naive
60138,CD8A+ NK-like
60139,CD14+ Monocyte
60140,CD4+ Naive
60141,CD4+ Naive
60142,CD14+ Monocyte
60143,Conventional NK
60144,CD14+ Monocyte
60145,Conventional NK
60146,Conventional NK
60147,CD4+ Effector
60148,CD4+ Naive
60149,CD4+ Naive
60150,CD14+ Monocyte
60151,CD4+ Naive
60152,Conventional NK
60153,Conventional NK
60154,CD8A+ NK-like
60155,CD14+/CD16+ Monocyte
60156,CD4+ Effector
60157,CD14+ Monocyte
60158,CD4+ Naive
60159,CD4+ Naive
60160,B cell
60161,Conventional NK
60162,CD8A+ NK-like
60163,CD4+ Naive
60164,cDC2
60165,Conventional NK
60166,CD4+ Naive
60167,CD4+ Naive
60168,CD4+ Naive
60169,CD4+ Naive
60170,CD14+ Monocyte
60171,Conventional NK
60172,CD4+ Naive
60173,CD4+ Naive
60174,CD14+ Monocyte
60175,CD4+ Effector
60176,cDC2
60177,CD4+ Naive
60178,Conventional NK
60179,CD14+ Monocyte
60180,CD14+ Monocyte
60181,CD14+ Monocyte
60182,Conventional NK
60183,CD4+ Naive
60184,CD14+ Monocyte
60185,Conventional NK
60186,CD4+ Naive
60187,CD4+ Naive
60188,CD8A+ NK-like
60189,Conventional NK
60190,CD4+ Naive
60191,CD14+ Monocyte
60192,CD14+ Monocyte
60193,CD4+ Naive
60194,B cell
60195,CD4+ Naive
60196,Conventional NK
60197,CD8A+ NK-like
60198,B cell
60199,CD4+ Naive
60200,CD4+ Naive
60201,CD4+ Naive
60202,CD14+ Monocyte
60203,Conventional NK
60204,CD14+ Monocyte
60205,CD4+ Naive
60206,CD4+ Naive
60207,CD4+ Naive
60208,Conventional NK
60209,CD14+ Monocyte
60210,Conventional NK
60211,CD14+/CD16+ Monocyte
60212,Conventional NK
60213,CD14+ Monocyte
60214,CD4+ Naive
60215,CD14+/CD16+ Monocyte
60216,CD4+ Naive
60217,B cell
60218,CD4+ Naive
60219,Conventional NK
60220,B cell
60221,Conventional NK
60222,pDC
60223,CD4+ Naive
60224,CD4+ Naive
60225,CD14+ Monocyte
60226,CD4+ Naive
60227,CD14+ Monocyte
60228,Conventional NK
60229,CD4+ Naive
60230,CD14+/CD16+ Monocyte
60231,Conventional NK
60232,B cell
60233,CD14+ Monocyte
60234,CD4+ Naive
60235,CD4+ Naive
60236,CD4+ Effector
60237,B cell
60238,Conventional NK
60239,CD4+ Naive
60240,CD4+ Naive
60241,CD14+ Monocyte
60242,CD14+ Monocyte
60243,CD4+ Naive
60244,CD4+ Naive
60245,Conventional NK
60246,CD4+ Naive
60247,B cell
60248,Conventional NK
60249,CD4+ Naive
60250,CD4+ Naive
60251,CD4+ Naive
60252,CD4+ Naive
60253,Conventional NK
60254,CD4+ Naive
60255,CD14+/CD16+ Monocyte
60256,Conventional NK
60257,CD14+/CD16+ Monocyte
60258,CD4+ Naive
60259,CD4+ Naive
60260,CD14+/CD16+ Monocyte
60261,CD14+ Monocyte
60262,CD4+ Naive
60263,CD4+ Naive
60264,Conventional NK
60265,CD8A+ NK-like
60266,CD4+ Naive
60267,CD14+/CD16+ Monocyte
60268,CD4+ Naive
60269,pDC
60270,CD4+ Naive
60271,Conventional NK
60272,CD4+ Naive
60273,CD4+ Naive
60274,CD4+ Naive
60275,B cell
60276,CD4+ Naive
60277,Conventional NK
60278,CD14+ Monocyte
60279,CD4+ Naive
60280,CD14+ Monocyte
60281,CD4+ Naive
60282,CD4+ Naive
60283,CD4+ Effector
60284,CD8A+ NK-like
60285,Conventional NK
60286,CD4+ Naive
60287,CD4+ Naive
60288,CD4+ Naive
60289,CD4+ Naive
60290,CD8A+ NK-like
60291,CD4+ Naive
60292,CD14+/CD16+ Monocyte
60293,CD4+ Naive
60294,CD4+ Effector
60295,CD4+ Naive
60296,CD4+ Naive
60297,CD14+/CD16+ Monocyte
60298,CD14+/CD16+ Monocyte
60299,CD14+/CD16+ Monocyte
60300,CD4+ Naive
60301,CD14+ Monocyte
60302,CD4+ Naive
60303,CD4+ Naive
60304,CD14+ Monocyte
60305,CD4+ Naive
60306,CD14+ Monocyte
60307,CD4+ Naive
60308,Conventional NK
60309,B cell
60310,CD4+ Naive
60311,CD4+ Naive
60312,CD4+ Naive
60313,Conventional NK
60314,CD14+ Monocyte
60315,CD14+ Monocyte
60316,CD4+ Naive
60317,B cell
60318,CD4+ Naive
60319,Conventional NK
60320,CD4+ Naive
60321,CD14+/CD16+ Monocyte
60322,CD4+ Naive
60323,Conventional NK
60324,Conventional NK
60325,Conventional NK
60326,CD4+ Naive
60327,CD4+ Naive
60328,CD4+ Naive
60329,CD14+ Monocyte
60330,CD4+ Naive
60331,Conventional NK
60332,CD4+ Naive
60333,cDC2
60334,Conventional NK
60335,CD4+ Naive
60336,CD4+ Naive
60337,CD4+ Naive
60338,CD14+/CD16+ Monocyte
60339,CD4+ Naive
60340,CD4+ Naive
60341,CD14+/CD16+ Monocyte
60342,CD4+ Naive
60343,Conventional NK
60344,CD14+ Monocyte
60345,Conventional NK
60346,cDC2
60347,CD4+ Naive
60348,CD4+ Naive
60349,CD4+ Naive
60350,Conventional NK
60351,CD14+ Monocyte
60352,CD4+ Naive
60353,CD8A+ NK-like
60354,CD4+ Naive
60355,CD4+ Naive
60356,CD14+ Monocyte
60357,CD14+/CD16+ Monocyte
60358,CD4+ Naive
60359,Conventional NK
60360,CD14+/CD16+ Monocyte
60361,CD4+ Naive
60362,CD14+ Monocyte
60363,CD8A+ NK-like
60364,B cell
60365,CD14+ Monocyte
60366,Conventional NK
60367,Conventional NK
60368,CD14+/CD16+ Monocyte
60369,Conventional NK
60370,CD8A+ NK-like
60371,CD14+ Monocyte
60372,CD14+ Monocyte
60373,CD14+/CD16+ Monocyte
60374,CD4+ Naive
60375,B cell
60376,CD4+ Naive
60377,CD14+ Monocyte
60378,CD8A+ NK-like
60379,CD4+ Naive
60380,B cell
60381,B cell
60382,CD4+ Naive
60383,CD4+ Naive
60384,CD4+ Naive
60385,CD14+ Monocyte
60386,CD4+ Naive
60387,CD14+ Monocyte
60388,B cell
60389,CD4+ Effector
60390,CD4+ Naive
60391,CD4+ Naive
60392,CD4+ Naive
60393,CD4+ Naive
60394,CD4+ Naive
60395,CD14+ Monocyte
60396,CD14+ Monocyte
60397,CD4+ Naive
60398,CD4+ Naive
60399,cDC2
60400,CD14+/CD16+ Monocyte
60401,CD4+ Naive
60402,CD4+ Naive
60403,CD4+ Naive
60404,Conventional NK
60405,Conventional NK
60406,B cell
60407,CD4+ Effector
60408,B cell
60409,Conventional NK
60410,TAM HLAint
60411,CD4+ Naive
60412,CD4+ Naive
60413,CD14+ Monocyte
60414,CD4+ Naive
60415,CD4+ Naive
60416,Conventional NK
60417,CD4+ Naive
60418,CD8A+ NK-like
60419,CD4+ Naive
60420,CD14+/CD16+ Monocyte
60421,CD4+ Naive
60422,Conventional NK
60423,CD4+ Naive
60424,Conventional NK
60425,Conventional NK
60426,CD4+ Naive
60427,CD14+ Monocyte
60428,CD4+ Naive
60429,CD4+ Naive
60430,CD4+ Naive
60431,CD14+ Monocyte
60432,CD8A+ NK-like
60433,B cell
60434,CD4+ Naive
60435,CD4+ Naive
60436,Conventional NK
60437,Conventional NK
60438,CD8A+ NK-like
60439,CD4+ Naive
60440,CD4+ Naive
60441,CD4+ Naive
60442,Conventional NK
60443,Conventional NK
60444,CD8A+ NK-like
60445,CD4+ Naive
60446,Conventional NK
60447,CD4+ Naive
60448,B cell
60449,Conventional NK
60450,CD4+ Naive
60451,B cell
60452,CD14+ Monocyte
60453,Conventional NK
60454,CD8A+ NK-like
60455,CD4+ Naive
60456,Conventional NK
60457,CD14+/CD16+ Monocyte
60458,CD4+ Naive
60459,CD4+ Naive
60460,Conventional NK
60461,CD4+ Naive
60462,CD4+ Effector
60463,CD4+ Naive
60464,CD4+ Naive
60465,CD4+ Naive
60466,CD4+ Naive
60467,Conventional NK
60468,CD4+ Naive
60469,CD4+ Naive
60470,CD14+/CD16+ Monocyte
60471,CD14+/CD16+ Monocyte
60472,CD4+ Naive
60473,Conventional NK
60474,CD4+ Naive
60475,CD4+ Naive
60476,CD4+ Naive
60477,CD4+ Naive
60478,Conventional NK
60479,B cell
60480,CD4+ Effector
60481,B cell
60482,CD4+ Naive
60483,CD4+ Naive
60484,cDC2
60485,CD14+ Monocyte
60486,CD8A+ Tissue-resident
60487,CD4+ Naive
60488,CD14+ Monocyte
60489,CD14+/CD16+ Monocyte
60490,CD4+ Naive
60491,B cell
60492,CD4+ Naive
60493,CD4+ Naive
60494,B cell
60495,Conventional NK
60496,CD4+ Activated IEG
60497,CD4+ Naive
60498,CD14+ Monocyte
60499,CD4+ Naive
60500,CD4+ Naive
60501,Conventional NK
60502,B cell
60503,CD4+ Naive
60504,CD4+ Naive
60505,CD14+/CD16+ Monocyte
60506,Conventional NK
60507,CD4+ Activated IEG
60508,CD4+ Naive
60509,CD4+ Naive
60510,CD14+ Monocyte
60511,CD4+ Effector
60512,CD4+ Naive
60513,Conventional NK
60514,Conventional NK
60515,B cell
60516,B cell
60517,CD8A+ NK-like
60518,CD4+ Naive
60519,CD4+ Naive
60520,CD14+ Monocyte
60521,CD14+ Monocyte
60522,CD4+ Naive
60523,Conventional NK
60524,Conventional NK
60525,B cell
60526,CD14+ Monocyte
60527,CD4+ Naive
60528,CD4+ Naive
60529,Conventional NK
60530,Conventional NK
60531,CD4+ Naive
60532,CD4+ Naive
60533,CD14+ Monocyte
60534,B cell
60535,CD4+ Naive
60536,CD14+ Monocyte
60537,CD4+ Naive
60538,Conventional NK
60539,B cell
60540,cDC2
60541,CD4+ Naive
60542,CD4+ Naive
60543,CD14+ Monocyte
60544,CD4+ Naive
60545,CD8A+ NK-like
60546,CD4+ Naive
60547,CD4+ Naive
60548,Conventional NK
60549,CD14+ Monocyte
60550,CD4+ Naive
60551,CD14+/CD16+ Monocyte
60552,CD4+ Naive
60553,CD4+ Naive
60554,CD4+ Naive
60555,Conventional NK
60556,CD14+ Monocyte
60557,CD4+ Naive
60558,CD14+ Monocyte
60559,CD4+ Naive
60560,CD4+ Naive
60561,CD4+ Naive
60562,CD4+ Naive
60563,CD14+ Monocyte
60564,CD14+/CD16+ Monocyte
60565,Conventional NK
60566,CD4+ Naive
60567,CD14+ Monocyte
60568,CD8A+ NK-like
60569,CD4+ Naive
60570,CD4+ Naive
60571,CD4+ Naive
60572,CD4+ Naive
60573,CD4+ Naive
60574,CD14+ Monocyte
60575,CD4+ Naive
60576,CD4+ Naive
60577,CD14+ Monocyte
60578,CD4+ Naive
60579,CD4+ Naive
60580,CD4+ Naive
60581,CD4+ Naive
60582,CD4+ Naive
60583,CD4+ Effector
60584,Conventional NK
60585,CD14+/CD16+ Monocyte
60586,CD4+ Naive
60587,Conventional NK
60588,CD4+ Naive
60589,CD4+ Naive
60590,CD4+ Naive
60591,CD4+ Naive
60592,CD4+ Naive
60593,CD14+ Monocyte
60594,CD4+ Effector
60595,cDC2
60596,CD4+ Naive
60597,Conventional NK
60598,CD14+ Monocyte
60599,CD8A+ NK-like
60600,Conventional NK
60601,Conventional NK
60602,cDC2
60603,Conventional NK
60604,CD4+ Naive
60605,CD4+ Naive
60606,CD14+ Monocyte
60607,B cell
60608,CD4+ Naive
60609,cDC2
60610,Conventional NK
60611,CD14+ Monocyte
60612,Conventional NK
60613,CD4+ Naive
60614,CD4+ Naive
60615,CD4+ Naive
60616,CD4+ Naive
60617,CD4+ Naive
60618,CD4+ Naive
60619,B cell
60620,CD14+/CD16+ Monocyte
60621,CD4+ Naive
60622,Conventional NK
60623,CD4+ Naive
60624,CD4+ Naive
60625,CD14+ Monocyte
60626,CD4+ Naive
60627,CD8A+ NK-like
60628,CD4+ Effector
60629,CD4+ Naive
60630,CD4+ Naive
60631,CD4+ Naive
60632,CD14+ Monocyte
60633,CD14+ Monocyte
60634,Conventional NK
60635,CD14+ Monocyte
60636,CD4+ Naive
60637,CD4+ Naive
60638,CD14+ Monocyte
60639,B cell
60640,CD4+ Naive
60641,CD4+ Naive
60642,CD4+ Naive
60643,CD8A+ Proliferating
60644,CD4+ Naive
60645,Conventional NK
60646,CD14+/CD16+ Monocyte
60647,Conventional NK
60648,Conventional NK
60649,CD4+ Naive
60650,CD4+ Naive
60651,CD4+ Naive
60652,CD4+ Naive
60653,Conventional NK
60654,CD4+ Naive
60655,CD14+/CD16+ Monocyte
60656,CD4+ Naive
60657,CD4+ Naive
60658,CD14+ Monocyte
60659,B cell
60660,CD4+ Naive
60661,CD8A+ NK-like
60662,CD14+ Monocyte
60663,Conventional NK
60664,CD4+ Naive
60665,B cell
60666,CD8A+ NK-like
60667,CD4+ Naive
60668,B cell
60669,B cell
60670,Conventional NK
60671,pDC
60672,CD14+/CD16+ Monocyte
60673,CD4+ Naive
60674,Conventional NK
60675,CD4+ Naive
60676,CD4+ Naive
60677,CD4+ Naive
60678,CD4+ Naive
60679,CD4+ Effector
60680,CD4+ Effector
60681,CD4+ Naive
60682,CD4+ Naive
60683,CD4+ Naive
60684,Conventional NK
60685,CD8A+ NK-like
60686,CD4+ Naive
60687,CD4+ Naive
60688,CD14+ Monocyte
60689,CD4+ Naive
60690,CD14+ Monocyte
60691,CD4+ Naive
60692,CD4+ Naive
60693,CD4+ Naive
60694,CD4+ Naive
60695,CD4+ Naive
60696,B cell
60697,CD4+ Effector
60698,B cell
60699,CD4+ Naive
60700,CD4+ Naive
60701,CD14+ Monocyte
60702,CD4+ Naive
60703,B cell
60704,CD4+ Naive
60705,CD4+ Naive
60706,CD4+ Naive
60707,CD4+ Naive
60708,CD14+ Monocyte
60709,CD4+ Naive
60710,CD4+ Naive
60711,Conventional NK
60712,CD4+ Naive
60713,Conventional NK
60714,Conventional NK
60715,CD14+ Monocyte
60716,Conventional NK
60717,Conventional NK
60718,CD14+ Monocyte
60719,CD8A+ NK-like
60720,CD4+ Naive
60721,CD4+ Naive
60722,CD14+ Monocyte
60723,CD14+/CD16+ Monocyte
60724,CD4+ Naive
60725,CD14+ Monocyte
60726,CD14+ Monocyte
60727,CD4+ Naive
60728,CD4+ Naive
60729,B cell
60730,CD4+ Naive
60731,Conventional NK
60732,B cell
60733,B cell
60734,Conventional NK
60735,Conventional NK
60736,CD4+ Naive
60737,CD4+ Naive
60738,CD4+ Naive
60739,CD8A+ NK-like
60740,Conventional NK
60741,CD4+ Naive
60742,Conventional NK
60743,CD4+ Naive
60744,CD4+ Naive
60745,CD14+/CD16+ Monocyte
60746,CD8A+ NK-like
60747,Conventional NK
60748,CD4+ Naive
60749,CD4+ Naive
60750,CD14+/CD16+ Monocyte
60751,CD4+ Naive
60752,Conventional NK
60753,CD4+ Naive
60754,Conventional NK
60755,Conventional NK
60756,CD4+ Naive
60757,CD4+ Naive
60758,Conventional NK
60759,CD14+ Monocyte
60760,CD8A+ NK-like
60761,CD14+ Monocyte
60762,CD14+ Monocyte
60763,Conventional NK
60764,Conventional NK
60765,CD4+ Naive
60766,CD4+ Naive
60767,Conventional NK
60768,Conventional NK
60769,Conventional NK
60770,CD14+ Monocyte
60771,CD4+ Naive
60772,CD4+ Naive
60773,B cell
60774,CD4+ Naive
60775,CD8A+ NK-like
60776,CD4+ Naive
60777,Conventional NK
60778,Conventional NK
60779,CD4+ Naive
60780,Conventional NK
60781,Conventional NK
60782,CD8A+ NK-like
60783,CD4+ Naive
60784,CD8A+ Tissue-resident
60785,CD14+ Monocyte
60786,CD8A+ NK-like
60787,CD4+ Naive
60788,cDC2
60789,CD4+ Naive
60790,CD4+ Naive
60791,CD4+ Naive
60792,CD4+ Naive
60793,CD4+ Naive
60794,CD4+ Naive
60795,CD4+ Naive
60796,CD4+ Effector
60797,CD8A+ NK-like
60798,CD14+/CD16+ Monocyte
60799,Conventional NK
60800,Conventional NK
60801,Conventional NK
60802,CD4+ Naive
60803,CD4+ Naive
60804,CD14+ Monocyte
60805,CD4+ Naive
60806,CD8A+ NK-like
60807,CD4+ Effector
60808,CD4+ Naive
60809,CD14+/CD16+ Monocyte
60810,Conventional NK
60811,CD4+ Naive
60812,CD4+ Naive
60813,Conventional NK
60814,CD4+ Naive
60815,CD4+ Naive
60816,CD4+ Naive
60817,CD8A+ NK-like
60818,CD14+ Monocyte
60819,CD4+ Naive
60820,CD14+ Monocyte
60821,CD14+/CD16+ Monocyte
60822,B cell
60823,CD14+ Monocyte
60824,CD14+/CD16+ Monocyte
60825,Conventional NK
60826,CD4+ Naive
60827,CD4+ Naive
60828,CD4+ Naive
60829,CD4+ Naive
60830,Conventional NK
60831,B cell
60832,CD4+ Naive
60833,Conventional NK
60834,CD8A+ NK-like
60835,CD14+/CD16+ Monocyte
60836,CD4+ Naive
60837,CD4+ Effector
60838,CD4+ Naive
60839,CD4+ Naive
60840,CD8A+ NK-like
60841,Conventional NK
60842,CD14+/CD16+ Monocyte
60843,CD4+ Naive
60844,CD4+ Naive
60845,CD14+/CD16+ Monocyte
60846,Conventional NK
60847,CD4+ Naive
60848,CD4+ Effector
60849,CD4+ Naive
60850,Conventional NK
60851,Conventional NK
60852,Conventional NK
60853,CD14+ Monocyte
60854,CD4+ Naive
60855,Conventional NK
60856,CD14+ Monocyte
60857,CD4+ Naive
60858,Conventional NK
60859,CD4+ Naive
60860,CD14+/CD16+ Monocyte
60861,CD14+ Monocyte
60862,CD4+ Naive
60863,CD4+ Naive
60864,CD4+ Naive
60865,CD4+ Naive
60866,CD4+ Naive
60867,CD4+ Naive
60868,CD4+ Naive
60869,CD14+/CD16+ Monocyte
60870,CD4+ Naive
60871,CD4+ Naive
60872,CD4+ Naive
60873,CD4+ Naive
60874,Conventional NK
60875,CD4+ Naive
60876,CD14+ Monocyte
60877,CD4+ Naive
60878,CD4+ Naive
60879,Conventional NK
60880,B cell
60881,CD14+ Monocyte
60882,Conventional NK
60883,CD4+ Naive
60884,Conventional NK
60885,CD4+ Naive
60886,Conventional NK
60887,CD4+ Naive
60888,CD4+ Naive
60889,CD4+ Naive
60890,CD14+/CD16+ Monocyte
60891,Conventional NK
60892,CD4+ Naive
60893,CD4+ Naive
60894,CD4+ Naive
60895,CD14+ Monocyte
60896,CD4+ Naive
60897,Conventional NK
60898,CD8A+ NK-like
60899,CD8A+ NK-like
60900,Conventional NK
60901,CD4+ Naive
60902,CD14+/CD16+ Monocyte
60903,Conventional NK
60904,CD4+ Naive
60905,Conventional NK
60906,CD14+ Monocyte
60907,CD4+ Naive
60908,Conventional NK
60909,CD14+/CD16+ Monocyte
60910,Conventional NK
60911,Conventional NK
60912,Conventional NK
60913,CD4+ Naive
60914,CD14+ Monocyte
60915,B cell
60916,Conventional NK
60917,CD4+ Naive
60918,CD14+ Monocyte
60919,CD4+ Naive
60920,CD4+ Naive
60921,CD4+ Naive
60922,B cell
60923,CD4+ Effector
60924,Conventional NK
60925,CD14+ Monocyte
60926,CD4+ Naive
60927,CD4+ Naive
60928,B cell
60929,CD4+ Naive
60930,CD4+ Naive
60931,CD4+ Naive
60932,Conventional NK
60933,Conventional NK
60934,Conventional NK
60935,CD14+/CD16+ Monocyte
60936,CD14+ Monocyte
60937,CD14+ Monocyte
60938,CD14+ Monocyte
60939,Conventional NK
60940,CD4+ Naive
60941,B cell
60942,CD8A+ NK-like
60943,CD4+ Naive
60944,CD4+ Naive
60945,Conventional NK
60946,CD4+ Naive
60947,CD4+ Naive
60948,CD4+ Naive
60949,CD4+ Naive
60950,CD4+ Naive
60951,CD8A+ NK-like
60952,CD14+ Monocyte
60953,CD8A+ Tissue-resident
60954,CD4+ Naive
60955,CD4+ Naive
60956,CD14+/CD16+ Monocyte
60957,CD14+ Monocyte
60958,CD14+ Monocyte
60959,Conventional NK
60960,CD4+ Activated IEG
60961,CD4+ Naive
60962,CD14+/CD16+ Monocyte
60963,B cell
60964,CD4+ Naive
60965,Conventional NK
60966,Conventional NK
60967,CD14+ Monocyte
60968,Conventional NK
60969,CD4+ Naive
60970,CD14+ Monocyte
60971,CD4+ Naive
60972,Conventional NK
60973,CD4+ Naive
60974,CD4+ Naive
60975,CD4+ Naive
60976,CD4+ Naive
60977,CD4+ Naive
60978,CD14+/CD16+ Monocyte
60979,CD14+ Monocyte
60980,CD4+ Naive
60981,Conventional NK
60982,CD4+ Effector
60983,CD4+ Activated IEG
60984,CD4+ Naive
60985,CD14+ Monocyte
60986,CD14+/CD16+ Monocyte
60987,CD4+ Naive
60988,CD8A+ NK-like
60989,CD4+ Naive
60990,CD4+ Naive
60991,CD4+ Naive
60992,CD4+ Naive
60993,Conventional NK
60994,CD14+/CD16+ Monocyte
60995,cDC2
60996,CD14+ Monocyte
60997,CD4+ Naive
60998,Conventional NK
60999,CD14+ Monocyte
61000,CD14+ Monocyte
61001,CD4+ Naive
61002,CD4+ Naive
61003,B cell
61004,CD4+ Naive
61005,CD4+ Naive
61006,CD14+ Monocyte
61007,CD8A+ NK-like
61008,B cell
61009,CD4+ Naive
61010,CD4+ Naive
61011,CD8A+ NK-like
61012,CD4+ Naive
61013,CD4+ Naive
61014,CD8A+ NK-like
61015,CD4+ Naive
61016,CD14+ Monocyte
61017,CD4+ Naive
61018,Conventional NK
61019,Conventional NK
61020,cDC2
61021,CD4+ Naive
61022,CD4+ Naive
61023,B cell
61024,CD4+ Naive
61025,CD14+/CD16+ Monocyte
61026,CD4+ Naive
61027,CD8A+ NK-like
61028,CD14+ Monocyte
61029,CD14+ Monocyte
61030,B cell
61031,Conventional NK
61032,CD4+ Naive
61033,CD14+ Monocyte
61034,CD14+ Monocyte
61035,Conventional NK
61036,CD4+ Naive
61037,CD4+ Naive
